Function Name, Cumulative Stack Size, Branch Type
"capi_v2_hw_resampler_process_job_done(capi_v2_hw_resampler*)",1632,Recursive
"ultrasound_svc_circ_buff_copy_to_buff(us_circ_buff_state_t*, short*, long, long long)",1632,Recursive
"afe_free_dma_resources_for_remote_client(unsigned char, unsigned char*, unsigned char, unsigned char)",1632,Recursive
"usm_workloop(void*)",1632,Recursive
"read_len_and_str(mod_info_iterator_t*, chunk_header_t*, unsigned long*, unsigned char**, unsigned long*, unsigned long*)",1632,Recursive
"vprx_get_delay_cmd(void*, elite_msg_any_t*)",1632,Recursive
"vptx_get_delay_cmd(void*, elite_msg_any_t*)",1632,Recursive
"afe_sample_slip_destroy(afe_rate_match_info*)",1632,Recursive
"capi_v2_efr_dec_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1632,Recursive
"voice_log_buffer_legacy(signed char**, unsigned long, unsigned long, unsigned long long, unsigned short, unsigned long, unsigned long, void*)",1632,Recursive
"adsp_amdb_print_all_nodes()",1632,Recursive
"capi_v2_peakmeter_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1632,Recursive
"venc_encoder_capi_destroy(venc_t*)",1632,Recursive
"capi_v2_sample_slip_get_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1632,Recursive
"capi_v2_compressed_mute_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1632,Recursive
"capi_v2_compressed_mute_set_param(capi_v2_t*, unsigned long, capi_v2_port_info_t const*, capi_v2_buf_t*)",1632,Recursive
"topo_bg_thread_destroy_buffer_mem(topo_bg_thread_struct_t*)",1632,Recursive
"raw_passthru_capi_v2_get_properties(capi_v2_t*, capi_v2_proplist_t*)",1632,Recursive
"capi_v2_aig_check_create_lib_instance(capi_v2_aig*)",1632,Recursive
"AudioDecSvc_ProcessOutputDataQ_PCMPlayback(AudioDecSvc_t*, AudioDecSvc_OutStream_t*, unsigned char) (.extracted_region.17)",1632,Recursive
"CCapiFreeFormEncoderLib::Process(CAPI_BufList_t const*, CAPI_BufList_t*, CAPI_Buf_t*)",1632,Recursive
"adsp_license_db_add_license",1632,Recursive
"afe_cdc_update_register",1632,Recursive
"afe_cdc_update_register.1.2_i16_0",1632,Recursive
"afe_cdc_update_register.1.2_i16_0",1632,Recursive
"afe_clock_manager_deinit",1632,Recursive
"afe_pop_suppressor_init",1632,Recursive
"afe_pop_suppressor_process",1632,Recursive
"afe_port_get_device_module_params",1632,Recursive
"algo_data_logging_register",1632,Recursive
"aprv2_cmd_alloc",1632,Recursive
"audio_module_chain_wrapper_destroy",1632,Recursive
"avtimer_timer_create",1632,Recursive
"capi_v2_voice_iir_mic1_init",1632,Recursive
"capi_v2_voice_iir_mic2_init",1632,Recursive
"capi_v2_voice_iir_mic3_init",1632,Recursive
"capi_v2_voice_iir_mic4_init",1632,Recursive
"capi_v2_voice_iir_mic_init",1632,Recursive
"cvd_mem_mapper_unmap",1632,Recursive
"dog_qdi_init",1632,Recursive
"elite_cmn_db_init",1632,Recursive
"elite_cmn_topo_db_reset",1632,Recursive
"elite_msg_finish_msg",1632,Recursive
"elite_msg_finish_msg.1.1_i32_0",1632,Recursive
"elite_msg_finish_msg.1.1_i32_0",1632,Recursive
"elite_msg_finish_msg.1.1_i32_0",1632,Recursive
"elite_msg_finish_msg.1.1_i32_0",1632,Recursive
"elite_msg_finish_msg.1.1_i32_0",1632,Recursive
"elite_msg_finish_msg.1.1_i32_0",1632,Recursive
"elite_msg_finish_msg.1.1_i32_0",1632,Recursive
"elite_msg_finish_msg.1.1_i32_0",1632,Recursive
"elite_msg_finish_msg.1.1_i32_0",1632,Recursive
"elite_msg_finish_msg.1.1_i32_3",1632,Recursive
"elite_msg_finish_msg.2.1_i32_10",1632,Recursive
"elite_msg_finish_msg.2.1_i32_2",1632,Recursive
"elite_msg_finish_msg.2.1_i32_2",1632,Recursive
"elite_msg_finish_msg.2.1_i32_3",1632,Recursive
"elite_msg_finish_msg.2.1_i32_3",1632,Recursive
"elite_msg_push_payload_to_returnq",1632,Recursive
"elite_msg_release_msg",1632,Recursive
"elite_msg_return_payload_buffer",1632,Recursive
"err_inject_crash_execute",1632,Recursive
"imc_dest_return_buf",1632,Recursive
"imc_src_deregister",1632,Recursive
"mbrtowc",1632,Recursive
"mbtowc",1632,Recursive
"mp3_dec_capi_v2_init",1632,Recursive
"pthread_once",1632,Recursive
"qmi_csi_event_cb",1632,Recursive
"qpoll",1632,Recursive
"sp_ex_vi_fgt_lib_init",1632,Recursive
"stream_router_svc_check_recreate_out_buf",1632,Recursive
"stream_router_svc_destroy_out_buffer_queue",1632,Recursive
"stream_router_svc_process_kpps_bw.extracted_region",1632,Recursive
"tftp_connection_connect",1632,Recursive
"tftp_thread_lock",1632,Recursive
"tftp_thread_mutex_init",1632,Recursive
"topo_stop",1632,Recursive
"usb_log_buffer",1632,Recursive
"xport_send",1632,Recursive
"6FTJHXTnHV4H2qCqV2hCTy",1624,Recursive
"6FTJHXTnHV4H2qaqV2h8T6",1624,Recursive
"ASM_MemMapHandler",1624,Recursive
"ASM_ParseOpenLoopback",1624,Recursive
"ASM_ParseOpenRead",1624,Recursive
"ASM_ParseOpenReadPush",1624,Recursive
"ASM_ParseOpenReadWrite",1624,Recursive
"ASM_ParseOpenWrite",1624,Recursive
"ASM_ParseOpenWritePull",1624,Recursive
"AudioStreamMgr_DeregisterQs",1624,Recursive
"DAL_DeviceAttachLocal",1624,Recursive
"Elite_InitializeDataBases",1624,Recursive
"Elite_ResetTopologyDatabase",1624,Recursive
"FTJHXHVn624HTV2qqThVh",1624,Recursive
"HwdDevCfg_Init",1624,Recursive
"HwdMmpm_ReleaseClk",1624,Recursive
"HwdMmpm_ReleaseClk__merged",1624,Recursive
"MtMx_OutPortToUpdateActiveOutPortsMasks",1624,Recursive
"MxAt_NewInPortToUpdateInPortsTopPriorityMaskOfOutPort",1624,Recursive
"SlimBus_AssignDataLine",1624,Recursive
"SlimBus_InitParams",1624,Recursive
"SlimBus_SubmitRxDescriptors",1624,Recursive
"_Btowc",1624,Recursive
"_Fopen",1624,Recursive
"_Getlname",1624,Recursive
"_Getzone",1624,Recursive
"_Stopfx",1624,Recursive
"capi_v2_gain_raise_event(capi_v2_gain_t*)",1624,Recursive
"vptx_handle_fwk_extension(vptx_t*, voice_capi_module_t*)",1624,Recursive
"vprx_update_io_stream_data(vprx_t*, unsigned long)",1624,Recursive
"capi_v2_chmixer_raise_events(capi_v2_chmixer*, unsigned char)",1624,Recursive
"capi_v2_p_eq_update_eq_state(capi_v2_p_eq*)",1624,Recursive
"voice_multi_ch_circ_buf_prefill(voice_multi_ch_circ_buf_t*, signed char* (*) [6], long)",1624,Recursive
"capi_v2_dynamic_resampler_reinit(capi_v2_dynamic_resampler*)",1624,Recursive
"capi_v2_sample_slip_raise_events(capi_v2_sample_slip*, unsigned char)",1624,Recursive
"afe_aanc_cleanup_resampler_memory(afe_aanc_state*)",1624,Recursive
"voice_multi_ch_circ_buf_block_write(voice_multi_ch_circ_buf_t*, signed char*, long)",1624,Recursive
"vpm_parse_device_config_feature_mod(vpm_session_object_t*, vpm_device_config_entry_t*)",1624,Recursive
"capi_v2_msiir_create_new_msiir_filters(capi_v2_multistageiir_t*, unsigned long, unsigned long)",1624,Recursive
"ultrasound_svc_circ_buff_copy_from_buff(us_circ_buff_state_t*, short*, unsigned long*, unsigned long)",1624,Recursive
"topo_create_command_olm_response_handler(topo_olm_response_handler*, unsigned long*)",1624,Recursive
"afe_alloc_dma_resources_for_remote_client(unsigned char, unsigned char*, unsigned char, unsigned char)",1624,Recursive
"ultrasound_dec_svc_update_media_fmt_handle(ultrasound_dec_svc_t*, void*)",1624,Recursive
"dsd_packetizer_capi_v2_process_set_properties(dsd_packetizer_capi_v2*, capi_v2_proplist_t*, unsigned char)",1624,Recursive
"capi_v2_fir_end(capi_v2_t*)",1624,Recursive
"vdec_get_param_cmd(void*, elite_msg_any_t*)",1624,Recursive
"venc_get_param_cmd(void*, elite_msg_any_t*)",1624,Recursive
"afe_i2s_driver_read(void*, short*, unsigned long)",1624,Recursive
"node_wrapper_dlopen(adsp_amdb_node_t*, char const*, char const*, char const*)",1624,Recursive
"cop_pack_capi_v2_end(capi_v2_t*)",1624,Recursive
"capi_v2_lib_mem_mapper_map(elite_lib_mem_mapper_t*, unsigned short, unsigned short, unsigned char, unsigned short, avs_shared_map_region_payload_t*, unsigned long*)",1624,Recursive
"raw_passthru_capi_v2_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1624,Recursive
"topo_bg_realloc_internal_buff(topo_bg_internal_buff_t*, unsigned long, unsigned long, QURT_ELITE_HEAP_ID, unsigned long)",1624,Recursive
"capi_v2_voice_iir_mic1_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1624,Recursive
"capi_v2_voice_iir_mic2_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1624,Recursive
"capi_v2_voice_iir_mic3_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1624,Recursive
"capi_v2_voice_iir_mic4_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1624,Recursive
"hdmi_output_driver_open_ms_sub(hdmi_output_port_state*)",1624,Recursive
"capi_v2_mfc_destroy_internal_buffers(_capi_v2_media_format_converter_t*)",1624,Recursive
"VSM_utility_get_kpps_response_handler(vsm_session_object_t*)",1624,Recursive
"adsp_amdb_remove_node_with_entry_type(unsigned long, int, int, int)",1624,Recursive
"voice_multichannel_circ_buf_pad_zeros(voice_multi_ch_circ_buf_t*, long, vptx_scratch_data_t*)",1624,Recursive
"CCapiEposStylusEncoderLib::Drop(CAPI_BufList_t const*)",1624,Recursive
"__init_stack_chk_guard",1624,Recursive
"adsp_amdb_remove_capi_v2_with_entry_type",1624,Recursive
"adsp_amdb_remove_stub_with_entry_type",1624,Recursive
"adsp_amdb_remove_with_entry_type",1624,Recursive
"adsp_amdb_wait_for_module_additions",1624,Recursive
"afe_dev_group_config_i2s_port",1624,Recursive
"afe_dev_group_config_tdm_port",1624,Recursive
"afe_dev_lpa_aligned_free",1624,Recursive
"afe_dev_port_deinit",1624,Recursive
"afe_hdmi14_driver_init",1624,Recursive
"afe_lpass_core_clk_init",1624,Recursive
"afe_port_dtmf_deinit",1624,Recursive
"aprv2_rtable_init",1624,Recursive
"avtimer_drv_cancel_oneshot",1624,Recursive
"avtimer_drv_delete",1624,Recursive
"avtimer_drv_start_duration",1624,Recursive
"avtimer_mmpm_register",1624,Recursive
"avtimer_server_workloop",1624,Recursive
"capi_v2_efr_enc_init",1624,Recursive
"capi_v2_g711_alaw_voice_dec_init",1624,Recursive
"capi_v2_multistageiir_get_static_properties",1624,Recursive
"capi_v2_multistageiir_left_get_static_properties",1624,Recursive
"capi_v2_multistageiir_right_get_static_properties",1624,Recursive
"capiv2_iec61937_pack_raise_output_media_format_event",1624,Recursive
"cvd_cal_discard_table_v2",1624,Recursive
"cvd_cal_find_vol_cal_format",1624,Recursive
"cvd_cal_query_deinit",1624,Recursive
"elite_cmn_topo_db_deregister_all_custom_topologies",1624,Recursive
"elite_cmn_topo_db_deregister_single_topology",1624,Recursive
"elite_cmn_topo_db_release_topology",1624,Recursive
"elite_mem_map_get_shm_attrib",1624,Recursive
"elite_svc_free_buffers_in_buf_queue",1624,Recursive
"fs_os_mutex_init",1624,Recursive
"fs_os_mutex_lock",1624,Recursive
"hal_dma_init_type0_v5",1624,Recursive
"hw_af_close",1624,Recursive
"imc_dest_pop_buf",1624,Recursive
"imc_src_close_connection",1624,Recursive
"mbrlen",1624,Recursive
"mod_table_invoke",1624,Recursive
"open",1624,Recursive
"qmi_client_message_decode",1624,Recursive
"qmi_client_release_async",1624,Recursive
"qmi_csi_rx_cb",1624,Recursive
"qmi_csi_xport_connect",1624,Recursive
"qurt_elite_memorymap_add_remove_pool_page",1624,Recursive
"qurt_elite_memorymap_virtaddr_mem_map",1624,Recursive
"raw_passthru_capi_v2_get_static_properties",1624,Recursive
"rfs_api_lock",1624,Recursive
"rfs_desc_init",1624,Recursive
"rs_mmpm_register",1624,Recursive
"servreg_set_ack",1624,Recursive
"sp_rx_lib_init",1624,Recursive
"sp_th_vi_lib_init",1624,Recursive
"sys_open",1624,Recursive
"voice_release_topo_information",1624,Recursive
"242CUVToH8UtHVHVTCJ4U",1616,Recursive
"242TJHXVToH8UtHVHVTCJ4U",1616,Recursive
"6FTJHXTnHV4H2q2qV224TH",1616,Recursive
"6FTJHXTnHV4H2q2qV2C9TH",1616,Recursive
"ASM_SortStreams",1616,Recursive
"AudioStreamMgr_DeallocateSessionIfLastStream",1616,Recursive
"DiagSvc_Malloc_Init",1616,Recursive
"H242CUVHVTCJ4U",1616,Recursive
"MtMx_InPortToUpdateItsActiveOutPortsMask",1616,Recursive
"MtMx_InPortUpdateMediaFmtParams",1616,Recursive
"TnJtC2VUXC9TH",1616,Recursive
"hal_ts_init(vfr_hw_info*)",1616,Recursive
"afe_ts_drv_init(vfr_hw_info*)",1616,Recursive
"vpm_destroy_session(vpm_session_object_t*)",1616,Recursive
"capi_v2_pcm_dec_init(capi_v2_t*, capi_v2_proplist_t*, voice_pcm_voc_type_t)",1616,Recursive
"listen_proc_lab_init(lsm_lab_struct_t*, unsigned long, short, unsigned long, unsigned short, unsigned long)",1616,Recursive
"afe_device_gpio_deinit(gpio_int_properties*)",1616,Recursive
"topo_bg_set_media_type(void*, _AdspAudioMediaFormatInfo_t*, unsigned long)",1616,Recursive
"AudPP_event_delete_node(audproc_event_query_payload_t*, audproc_event_node_t**)",1616,Recursive
"vprx_calibration_cb_func(void*, void*)",1616,Recursive
"afe_device_pdc_gpio_deinit(gpio_int_properties*)",1616,Recursive
"avsync_lib_deinit_s2d_drift(void*)",1616,Recursive
"capi_v2_p_eq_init_eq_instance(capi_v2_p_eq*, EQ_INST)",1616,Recursive
"voice_multi_ch_circ_buf_write(voice_multi_ch_circ_buf_t*, signed char* (*) [6], long)",1616,Recursive
"afe_device_pdc_gpio_intr_dereg(gpio_int_properties*)",1616,Recursive
"afe_err_handler_driver_register(void**)",1616,Recursive
"topo_release_olm_response_token(topo_olm_response_handler*, unsigned long)",1616,Recursive
"afe_device_gated_intr_deregister(afe_dev_intr_prop*)",1616,Recursive
"capi_v2_compressed_mute_raise_event(capi_v2_compressed_mute_t*, unsigned char)",1616,Recursive
"hdmi_output_group_list_full_release()",1616,Recursive
"capi_v2_virtualizer_alloc_lib_memory(capi_v2_virtualizer*)",1616,Recursive
"capi_v2_compressed_latency_raise_event(capi_v2_compressed_latency_t*, unsigned char)",1616,Recursive
"afe_port_cust_rx_client_disconnect_handler(afe_dev_port*, feedback_client_list_t*, elite_msg_any_t*, short)",1616,Recursive
"ultrasound_proc_svc_circ_buff_clear_memory(ultrasound_proc_svc_t*)",1616,Recursive
"ultrasound_proc_svc_fill_repeat_rx_pattern(ultrasound_proc_svc_t*, unsigned char*, unsigned long, unsigned char*, unsigned long)",1616,Recursive
"vprx_calc_offsets(void*)",1616,Recursive
"vptx_calc_offsets(void*)",1616,Recursive
"vptx_set_mute_cmd(void*, elite_msg_any_t*)",1616,Recursive
"capi_v2_eansv2_end(capi_v2_t*)",1616,Recursive
"capi_v2_latency_end(capi_v2_t*)",1616,Recursive
"capi_v2_wrapper_end(capi_v2_t*)",1616,Recursive
"afe_i2s_driver_write(void*, short*, unsigned long)",1616,Recursive
"capi_v2_mbdrc_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1616,Recursive
"drc_allocate_lib_memory(capi_v2_t*)",1616,Recursive
"Adm_SendHelperThrdEndMsg(AdmStaticSvc*, unsigned short, int, unsigned long)",1616,Recursive
"afe_reconfig_i2s_bit_clk(DalDeviceHandle*, unsigned long, generic_clk_cfg_info*)",1616,Recursive
"cop_pack_capi_v2_process(capi_v2_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**)",1616,Recursive
"topo_update_chain_bandwidth(topo_struct*)",1616,Recursive
"topo_buf_manager_return_bufs(topo_buf_manager*, topo_buf_t*)",1616,Recursive
"audio_enc_svc_capi_v2_callback(void*, capi_v2_event_id_t, capi_v2_event_info_t*)",1616,Recursive
"capi_v2_hpcm_destroy_resampler(capi_v2_hpcm_t*)",1616,Recursive
"capi_v2_tty_enc_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1616,Recursive
"vmx_send_media_type_downstream(void*, unsigned long)",1616,Recursive
"afe_clk_set_freq_divider_enable(DalDeviceHandle*, unsigned long, generic_clk_cfg_info*)",1616,Recursive
"capi_v2_voice_hpf_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1616,Recursive
"voice_volume_control_init_internal(capi_v2_t*, capi_v2_proplist_t*)",1616,Recursive
"capi_v2_soft_vol_output_media_format_event(capi_v2_soft_vol*)",1616,Recursive
"afe_enable_disable_non_coupled_clk_with_count(DalDeviceHandle*, generic_clk_cfg_info*, unsigned long)",1616,Recursive
"CUsGestureLib::Init(CAPI_Buf_t*)",1616,Recursive
"CUsGestureLib::ReInit(CAPI_Buf_t*)",1616,Recursive
"CUsGestureLib::~CUsGestureLib()",1616,Recursive
"CUsProximityLib::Init(CAPI_Buf_t*)",1616,Recursive
"CUsProximityLib::ReInit(CAPI_Buf_t*)",1616,Recursive
"CUsProximityLib::~CUsProximityLib()",1616,Recursive
"CCapiUsDetectLib::End()",1616,Recursive
"_pthread_stub",1616,Recursive
"adsp_amdb_release_handles",1616,Recursive
"adsp_amdb_release_handles.1.1_i32_1",1616,Recursive
"adsp_amdb_release_handles.1.1_i32_1",1616,Recursive
"adsp_amdb_release_handles.1.1_i32_1",1616,Recursive
"adsp_amdb_release_handles.1.1_i32_1",1616,Recursive
"adsp_amdb_release_handles.1.1_i32_1",1616,Recursive
"adsp_amdb_release_handles.1.1_i32_1",1616,Recursive
"adsp_ps_skel_invoke",1616,Recursive
"afe_audioif_clk_deinit",1616,Recursive
"afe_create_enc_dec_dev_buffers",1616,Recursive
"afe_dev_port_init",1616,Recursive
"afe_get_timing_stats",1616,Recursive
"afe_i2s_driver_init",1616,Recursive
"afe_pcm_driver_init",1616,Recursive
"afe_port_set_feedback_path_params",1616,Recursive
"afe_slimbus_deinit_dev_handle",1616,Recursive
"afe_tdm_driver_init",1616,Recursive
"afe_topo_event_callback",1616,Recursive
"aud_add_static_topos_and_mods_to_cmn_db",1616,Recursive
"audio_enc_svc_get_capi_v2_callback_handler",1616,Recursive
"avtimer_drv_start_absolute",1616,Recursive
"capi_v2_efr_dec_init",1616,Recursive
"capi_v2_pcm_nb_dec_init",1616,Recursive
"capi_v2_pcm_swb_dec_init",1616,Recursive
"capi_v2_pcm_wb_dec_init",1616,Recursive
"capi_v2_voice_gain_dep_iir_init",1616,Recursive
"capi_v2_voice_soft_mute_init",1616,Recursive
"cvd_cal_discard_table",1616,Recursive
"cvd_cal_log_incoming_cmd_q_free_payload",1616,Recursive
"cvd_cal_log_isr_dispatch_fn",1616,Recursive
"cvd_mem_mapper_create_region_object",1616,Recursive
"cvd_mem_mapper_validate_mem_is_in_smem",1616,Recursive
"dlclose",1616,Recursive
"elite_cmn_topo_db_get_topology",1616,Recursive
"elite_msg_create_msg",1616,Recursive
"elite_msg_create_msg.1.2_i32_0.4_i32_0.5_i32_0",1616,Recursive
"elite_msg_create_msg.1.2_i32_0.4_i32_0.5_i32_0",1616,Recursive
"elite_msg_create_msg.1.2_i32_0.4_i32_1.5_i32_0",1616,Recursive
"elite_msg_create_msg.1.2_i32_0.5_i32_0",1616,Recursive
"elite_msg_create_msg.1.2_i32_0.5_i32_0",1616,Recursive
"elite_msg_create_msg.1.2_i32_0.5_i32_0",1616,Recursive
"elite_msg_create_msg.1.2_i32_0.5_i32_0",1616,Recursive
"elite_msg_create_msg.1.2_i32_0.5_i32_0",1616,Recursive
"elite_msg_create_msg.1.2_i32_0.5_i32_0",1616,Recursive
"elite_msg_create_msg.2.2_i32_0.4_i32_0.5_i32_0",1616,Recursive
"elite_msg_create_msg.2.2_i32_0.4_i32_2.5_i32_0",1616,Recursive
"elite_msg_create_msg.3.2_i32_0.3.4_i32_0.5_i32_0",1616,Recursive
"elite_msg_create_msg.4.2_i32_8.4_i32_1.5_i32_0",1616,Recursive
"elite_msg_create_msg.5.2_i32_8.4_i32_2.5_i32_0",1616,Recursive
"encode_and_send_resp",1616,Recursive
"event_report_payload",1616,Recursive
"freeall",1616,Recursive
"imc_src_open_comm",1616,Recursive
"imc_src_pop_buf",1616,Recursive
"imc_src_push_buf",1616,Recursive
"lsm_mmpm_deregister",1616,Recursive
"mblen",1616,Recursive
"mbpipe_connect",1616,Recursive
"mvm_create_sequencer_job_object",1616,Recursive
"mvm_create_sequencer_job_object.1.0",1616,Recursive
"pl_release_heap",1616,Recursive
"pthread_cond_wait",1616,Recursive
"pthread_mutex_lock",1616,Recursive
"pthread_mutex_trylock",1616,Recursive
"qmi_cci_xport_recv",1616,Recursive
"qurt_elite_adsppm_wrapper_deregister",1616,Recursive
"qurt_elite_memorymap_unmap_all",1616,Recursive
"qurt_elite_queue_create",1616,Recursive
"qurt_elite_queue_create.1.1_i32_16",1616,Recursive
"qurt_elite_queue_create.1.1_i32_16",1616,Recursive
"qurt_elite_queue_create.1.1_i32_32",1616,Recursive
"qurt_elite_queue_create.1.1_i32_8",1616,Recursive
"qurt_elite_thread_join",1616,Recursive
"qurt_elite_timer_create2",1616,Recursive
"rand",1616,Recursive
"rcinit_internal_nmecmp",1616,Recursive
"servreg_set_state",1616,Recursive
"slimbus_disconnect_cb",1616,Recursive
"stream_router_svc_destroy_out_bufs",1616,Recursive
"u2g_deinit",1616,Recursive
"vds_diag_cmd_processing",1616,Recursive
"voice_add_static_topologies_and_modules_v2",1616,Recursive
"voice_add_static_topologies_and_modules_v2__merged",1616,Recursive
"voice_add_static_topos_to_cmn_db",1616,Recursive
"voice_capi_query_intf_ext",1616,Recursive
"xport_lookup",1616,Recursive
"AudioDecSvc_CheckCreateScratchBufs",1608,Recursive
"AudioStreamMgr_ProcessQueryTxSinkHandle",1608,Recursive
"AudioStreamMgr_RegisterQs",1608,Recursive
"AudioStreamMgr_StreamGetPathDelayForPPServiceAlgOnly",1608,Recursive
"AudioStreamMgr_StreamUpdatePathDelayForEncoderSvc",1608,Recursive
"AudioStreamMgr_StreamUpdatePathDelayForEncoderSvc__merged",1608,Recursive
"AudioStreamMgr_StreamUpdatePathDelayZero",1608,Recursive
"HAP_pls_add",1608,Recursive
"HaekTaU2TTa7a",1608,Recursive
"HwdMmpm_Register",1608,Recursive
"MtMx_SetOPRMaskOnInputPortsConnectedToPendingPullPorts",1608,Recursive
"SlimBus_ProcessPortDisconnection",1608,Recursive
"SlimBus_UpdateDataLineMask",1608,Recursive
"V6FTJHXqH2nHT42XVTq6CXy",1608,Recursive
"_DoRemoteDeviceAttachEx",1608,Recursive
"_DoRemoteStringDeviceAttachEx",1608,Recursive
"_Getcloc",1608,Recursive
"vptx_circ_buf_init(vptx_t*, unsigned long, unsigned long, unsigned long, unsigned long)",1608,Recursive
"capi_v2_fir_free_memory(capi_v2_fir_t*)",1608,Recursive
"AudioEncSvc_DestroyInpBuf(AudioEncSvc_t*)",1608,Recursive
"capi_v2_eansv2_raise_event(capi_v2_eans_t*)",1608,Recursive
"topo_allocate_temp_buffers(topo_t*, unsigned long)",1608,Recursive
"afe_port_print_underrun_msg(afe_client_info*, afe_dev_port*)",1608,Recursive
"capi_v2_fir_clean_up_memory(capi_v2_fir_t*)",1608,Recursive
"vprx_aggregate_modules_kpps(vprx_t*, unsigned long*)",1608,Recursive
"vptx_aggregate_modules_kpps(vptx_t*, unsigned long*)",1608,Recursive
"vprx_aggregate_modules_delay(vprx_t*)",1608,Recursive
"vptx_aggregate_modules_delay(vptx_t*)",1608,Recursive
"capi_v2_lib_mem_mapper_create(elite_lib_mem_mapper_t**)",1608,Recursive
"capi_v2_p_eq_malloc_eq_instance(capi_v2_p_eq*, EQ_INST)",1608,Recursive
"ultrasound_proc_svc_run_handler(ultrasound_proc_svc_t*, elite_msg_any_t*)",1608,Recursive
"vpm_helper_search_hdvoice_config(vpm_session_object_t*, vss_ihdvoice_cmd_get_config_t*, vss_ihdvoice_rsp_get_config_t*)",1608,Recursive
"afe_err_handler_driver_deregister(void**)",1608,Recursive
"capi_v2_fir_cache_max_tap_payload(capi_v2_fir_t*, signed char*, unsigned long)",1608,Recursive
"vsm_utility_get_mailbox_dec_buffer(vsm_session_object_t*, vss_ipktexg_mailbox_dec_request_t*, vss_ipktexg_mailbox_dec_packet_t**)",1608,Recursive
"capi_v2_fir_cache_filter_coeff_payload(capi_v2_fir_t*, signed char*)",1608,Recursive
"capi_v2_p_eq_replace_current_equalizers(capi_v2_p_eq*)",1608,Recursive
"ultrasound_proc_svc_check_start_synchronization(ultrasound_proc_svc_t*)",1608,Recursive
"afe_i2s_write_dma(void*, unsigned char*, unsigned long*)",1608,Recursive
"afe_pcm_write_dma(void*, unsigned char*, unsigned long*)",1608,Recursive
"vptx_is_supported(unsigned long, unsigned long, unsigned long, unsigned short, unsigned long, unsigned long)",1608,Recursive
"vds_release_client(void*, unsigned long)",1608,Recursive
"capi_v2_chmixer_end(capi_v2_t*)",1608,Recursive
"vdec_set_timing_cmd(void*, elite_msg_any_t*)",1608,Recursive
"Adm_SendCmdDestroySvc(elite_svc_handle_t*)",1608,Recursive
"vptx_set_timingv2_cmd(void*, elite_msg_any_t*)",1608,Recursive
"afe_slimbus_driver_end(afe_dev_port*)",1608,Recursive
"topo_bg_realloc_buffinfo(_AudPP_BufInfo_t*, unsigned long, unsigned long, QURT_ELITE_HEAP_ID, unsigned long)",1608,Recursive
"venc_calibration_cb_func(void*, void*)",1608,Recursive
"capi_v2_multistageiir_end(capi_v2_t*)",1608,Recursive
"capi_v2_pu_delete_buffers(unsigned char**, unsigned long)",1608,Recursive
"capi_v2_pu_delete_buffers(unsigned char**, unsigned long) (.1.1_i32_16)",1608,Recursive
"vprx_allocate_proc_buf_mem(vprx_t*, unsigned long, unsigned long)",1608,Recursive
"AudPP_DestroyPortsAndObject(_ThisAudDynaPPSvc_t*)",1608,Recursive
"vprx_out_circ_buf_mem_alloc(vprx_t*)",1608,Recursive
"capi_v2_mfc_delete_stream_data(capi_v2_stream_data_t**)",1608,Recursive
"topo_buf_manager_clear_all_bufs(topo_buf_manager*)",1608,Recursive
"capi_v2_mbdrc_allocate_lib_memory(capi_v2_mbdrc_t*, unsigned char)",1608,Recursive
"topo_bg_thread_destroy_buffer_mem(topo_bg_thread_struct_t*) (.extracted_region)",1608,Recursive
"vptx_process_port_threshold_module(voice_capi_module_t*, capi_v2_stream_data_t**, capi_v2_stream_data_t**, unsigned char, long*, signed char*)",1608,Recursive
"capi_v2_multistageiir_get_properties(capi_v2_t*, capi_v2_proplist_t*)",1608,Recursive
"capi_v2_voice_iir_mic1_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1608,Recursive
"capi_v2_voice_iir_mic2_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1608,Recursive
"capi_v2_voice_iir_mic3_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1608,Recursive
"capi_v2_voice_iir_mic4_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1608,Recursive
"VSM_utility_set_timing_response_handler(vsm_session_object_t*)",1608,Recursive
"capi_v2_voice_gain_dep_iir_set_properties(capi_v2_t*, capi_v2_proplist_t*)",1608,Recursive
"VSM_utility_get_avsync_delays_response_handler(vsm_session_object_t*)",1608,Recursive
