Function Name, Cumulative Stack Size, Branch Type
"q_lock_init",1592,Recursive
"qmutex_create",1592,Recursive
"qurt_timer_lib_process_group_expiry",1592,Recursive
"qurtos_object_init",1592,Recursive
"qurtos_user_client_create_invocation",1592,Recursive
"servreg_dl_entry_pool_init",1592,Recursive
"servreg_dl_table_pool_init",1592,Recursive
"servreg_notif_server_connect",1592,Recursive
"servreg_qdi_notif_node_pool_init",1592,Recursive
"servreg_record_pd_entry",1592,Recursive
"setup_tcm_save_mappings",1592,Recursive
"sleepWakeupNode_createClientFcn",1592,Recursive
"strdup",1592,Recursive
"do_extra_one",1584,Recursive
"mem_pool_create_invocation",1584,Recursive
"qurtos_ref_proxy_obj_invoke",1584,Recursive
"qurtos_user_client_prenotify_shutdown",1584,Recursive
"CPM_SetLineLocking",1576,Recursive
"__wrap_malloc",1576,Recursive
"bamcore_pipe_deinit",1576,Recursive
"bamcore_pipe_setirqmode",1576,Recursive
"fs_os_malloc",1576,Recursive
"fs_os_malloc.1.0_i32_257",1576,Recursive
"malloc.1.0_i32_20",1576,Recursive
"malloc.1.0_i32_384",1576,Recursive
"malloc.1.0_i32_388",1576,Recursive
"malloc.2.0_i32_44",1576,Recursive
"qurt_malloc",1576,Recursive
"qurt_qdi_generic_invoke",1576,Recursive
"qurtos_cb_onspawn_invocation",1576,Recursive
"qurtos_list_ex_init",1576,Recursive
"rex_create_fake_tcb",1576,Recursive
"tftp_malloc",1576,Recursive
"tftp_malloc.1.0_i32_16272",1576,Recursive
"bamcore_deinit",1568,Recursive
"bamcore_get_and_clear_irq_status",1568,Recursive
"bamcore_pipe_getandclearirqstatus",1568,Recursive
"bamcore_set_ee",1568,Recursive
"bamcore_setirqmode",1568,Recursive
"fastrpc_kpower_req",1568,Recursive
"qurtos_exception_wait",1568,Recursive
"qurtos_local_client_invocation",1568,Recursive
"__assert",1560,Recursive
"_apps_mem_pls_ctor",1560,Recursive
"_apps_remotectl_pls_ctor",1560,Recursive
"_apps_std_pls_ctor",1560,Recursive
"amss_heap_initialized",1560,Recursive
"bamcore_check",1560,Recursive
"bamcore_pipe_setlockgroup",1560,Recursive
"fgets",1560,Recursive
"qmi_client_notifier_init",1560,Recursive
"qurt_timer_lib_process_timer_expiry",1560,Recursive
"qurtos_extended_grow",1560,Recursive
"qurtos_user_client_release",1560,Recursive
"remote_handle_open",1560,Recursive
"_apps_mem_pls_dtor",1552,Recursive
"_apps_remotectl_pls_dtor",1552,Recursive
"_apps_std_pls_dtor",1552,Recursive
"bam_pipe_getfreecount",1552,Recursive
"bamcore_pipe_setdescwriteoffset",1552,Recursive
"bamdev_write_reg",1552,Recursive
"bamdev_write_reg_field",1552,Recursive
"ipc_router_register_client_ext.1.3_i16_0.4_i16_0.5_i32_0.6.7.8.9.10_i32_0.11_i64__1.12_i8_0",1552,Recursive
"malloc",1552,Recursive
"mem_pool_alloc",1552,Recursive
"qurtos_add_uc_mapping",1552,Recursive
"qurtos_ref_proxy_obj_add",1552,Recursive
"ramfs_file_list_add",1552,Recursive
"wrap_mem_region",1552,Recursive
"qurtos_mem_alloc_pages",1544,Recursive
"qurtos_queue_list_send",1544,Recursive
"qurtos_register_callback_onspawn",1544,Recursive
"qurtos_user_reaper_queue_wait",1544,Recursive
"vscanf",1544,Recursive
"API_Init",1536,Recursive
"_Getmem",1536,Recursive
"bam_osal_debug",1536,Recursive
"closeall",1536,Recursive
"fprintf",1536,Recursive
"fread",1536,Recursive
"fscanf",1536,Recursive
"fwscanf",1536,Recursive
"qurtos_island_malloc",1536,Recursive
"qurtos_space_inform_process_exit",1536,Recursive
"qurtos_thread_iterator_create",1536,Recursive
"ramfs_file_list_release",1536,Recursive
"remote_handle_close",1536,Recursive
"utimer_qdi_open",1536,Recursive
"AM_AsyncInit",1528,Recursive
"free_island_thread_resources",1528,Recursive
"fseek",1528,Recursive
"fseeko",1528,Recursive
"qurtos_ref_proxy_obj_release",1528,Recursive
"qurtos_ref_proxy_obj_remove",1528,Recursive
"qurtos_remove_uc_mapping",1528,Recursive
"sbrk",1528,Recursive
"scanf",1528,Recursive
"scin",1528,Recursive
"scin",1528,Recursive
"scin",1528,Recursive
"scin",1528,Recursive
"signal",1528,Recursive
"sys_sbrk",1528,Recursive
"ungetc",1528,Recursive
"ungetwc",1528,Recursive
"vfprintf",1528,Recursive
"vfscanf",1528,Recursive
"vfwscanf",1528,Recursive
"_Closreg",1520,Recursive
"clearerr",1520,Recursive
"closedir",1520,Recursive
"diag_qdi_get_diagbuf",1520,Recursive
"fclose",1520,Recursive
"feof",1520,Recursive
"ferror",1520,Recursive
"fgetc",1520,Recursive
"fgetpos",1520,Recursive
"free",1520,Recursive
"fsetpos",1520,Recursive
"ftell",1520,Recursive
"ftello",1520,Recursive
"fwide",1520,Recursive
"getc",1520,Recursive
"getchar",1520,Recursive
"process_reaper_entry",1520,Recursive
"qurtos_heap_init",1520,Recursive
"qurtos_island_heap_init",1520,Recursive
"qurtos_malloc",1520,Recursive
"qurtos_queue_list_receive",1520,Recursive
"qurtos_wait",1520,Recursive
"qurtos_wait_invocation",1520,Recursive
"readdir",1520,Recursive
"rewind",1520,Recursive
"user_loader_release",1520,Recursive
"vprintf",1520,Recursive
"QDSSErrInit",1512,Recursive
"callback_onspawn_release",1512,Recursive
"diag_event_heap_init",1512,Recursive
"err_crash_cb_register",1512,Recursive
"err_crash_cb_register__merged",1512,Recursive
"ext_callback_release",1512,Recursive
"ext_extrafile_release",1512,Recursive
"free_main_thread_resources",1512,Recursive
"free_spawn_thread_resources",1512,Recursive
"mem_region_wrap_release",1512,Recursive
"open_angel_release",1512,Recursive
"qurt_timer_lib_process_sleep_callback",1512,Recursive
"qurtos_island_free",1512,Recursive
"qurtos_queue_list_destroy",1512,Recursive
"qurtos_thread_iterator_release",1512,Recursive
"qurtos_user_client_exitsignal_set",1512,Recursive
"qurtos_usermalloc_release",1512,Recursive
"reaper_waiter_release",1512,Recursive
"sleep",1512,Recursive
"utimer_qdi_create_pipe",1512,Recursive
"_Lockfilelock",1504,Recursive
"_Locksyslock",1504,Recursive
"diagcomm_io_init",1504,Recursive
"fastrpc_invoke_dispatch",1504,Recursive
"ipc_router_register_client_ext",1504,Recursive
"micro_ULog_CreateLockableLog",1504,Recursive
"qurt_timer_lib_expired",1504,Recursive
"qurtos_malloc_locked",1504,Recursive
"sys_sbrk_init",1504,Recursive
"mem_init_heap",1496,Recursive
"mem_init_heap.1.3",1496,Recursive
"mem_static_wrap_invoke",1496,Recursive
"open_ramfs_release",1496,Recursive
"pool_image_fixup",1496,Recursive
"qurtos_free",1496,Recursive
"qurtos_init_heap",1496,Recursive
"qurtos_process_kill_client",1496,Recursive
"reaper_entry",1496,Recursive
"_Initlocks",1488,Recursive
"__cxa_guard_acquire",1488,Recursive
"err_cb_enable",1488,Recursive
"mem_region_queryK",1488,Recursive
"micro_ULog_CreateLog",1488,Recursive
"nanosleep",1488,Recursive
"qmi_cci_client_alloc",1488,Recursive
"qmi_client_get_txn",1488,Recursive
"qurt_thread_debug_setup",1488,Recursive
"diagbuf_mpd_init",1480,Recursive
"err_cb_disable",1480,Recursive
"mem_pool_remove",1480,Recursive
"qurtos_free_locked",1480,Recursive
"qurtos_get_asid_mappings",1480,Recursive
"qurtos_mapping_invocation",1480,Recursive
"alarm",1472,Recursive
"err_init",1472,Recursive
"log_init",1472,Recursive
"pd_mon_host_init",1472,Recursive
"pthread_exit",1472,Recursive
"qmi_csi_xport_start",1472,Recursive
"qurt_pipe_init",1472,Recursive
"qurt_signal_wait_fatal",1472,Recursive
"qurt_sysclock_user_init",1472,Recursive
"qurtos_process_exit_invocation",1472,Recursive
"sys_Mtxinit",1472,Recursive
"timer_qdi_init",1472,Recursive
"PrngELMutexInit",1464,Recursive
"alarmx",1464,Recursive
"diag_diagID_init",1464,Recursive
"diag_flow_control_mutex_init",1464,Recursive
"diag_int_sig_cs_init",1464,Recursive
"diag_mmpm_config",1464,Recursive
"diag_mmpm_release",1464,Recursive
"diag_mmpm_release__merged",1464,Recursive
"diag_search_list_cs_init",1464,Recursive
"diag_sleep_vote_cs_init",1464,Recursive
"diagdiag_init",1464,Recursive
"diagpkt_delayrspid_mutex_init",1464,Recursive
"diagpkt_mask_tbl_cs_init",1464,Recursive
"diagpkt_master_tbl_cs_init_dcm",1464,Recursive
"dm_rsp_handler_init",1464,Recursive
"err_init.extracted_region",1464,Recursive
"err_init.extracted_region.1.0.1",1464,Recursive
"ipc_router_packet_queue_init",1464,Recursive
"mem_forget_pages",1464,Recursive
"osal_init",1464,Recursive
"procinfo_qdi_init",1464,Recursive
"qmi_cci_common_init",1464,Recursive
"qurt_timer_sleep",1464,Recursive
"qurtos_process_kill",1464,Recursive
"qurtos_queue_list_init",1464,Recursive
"sys_m_smsm_init",1464,Recursive
"sysmon_set_clocks_qdss",1464,Recursive
"Adsppmcb_Init_Server",1456,Recursive
"ipc_router_database_init",1456,Recursive
"ipc_router_qdi_init",1456,Recursive
"osal_init_crit_sect",1456,Recursive
"osal_init_mutex",1456,Recursive
"qurt_qdi_state_local_release_handle",1456,Recursive
"qurtos_file_generic_init",1456,Recursive
"qurtos_process_exit",1456,Recursive
"qurtos_space_generic_init",1456,Recursive
"utimer_init",1456,Recursive
"utimer_qdi_init",1456,Recursive
"qc_loc_fw::MutexImpl::MutexImpl()",1448,Recursive
"image_creation_timestamp",1448,Recursive
"mem_add_pages",1448,Recursive
"mem_create_mappingK",1448,Recursive
"mem_fs_region_release",1448,Recursive
"mem_init_block_header",1448,Recursive
"mem_reclaim_from_boot_image",1448,Recursive
"qurt_assert_error",1448,Recursive
"qurt_pimutex_init",1448,Recursive
"qurt_rmutex_init",1448,Recursive
"qurt_timer_create",1448,Recursive
"qurt_tls_init",1448,Recursive
"qurtos_add_randomness",1448,Recursive
"qurtos_memory_init",1448,Recursive
"qurtos_reclaim_invocation",1448,Recursive
"register_interrupt",1448,Recursive
"qurt_timer_IST",1440,Recursive
"qurtos_thread_get_attr",1440,Recursive
"correct_pc",1432,Recursive
"mem_get_next_block",1432,Recursive
"qurtos_heap_add_random",1432,Recursive
"qurtos_island_heap_add_random",1432,Recursive
"qurtos_mem_fs_region_delete_impl",1432,Recursive
"qurt_printf",1424,Recursive
"qurtos_timer_get_attr",1424,Recursive
"mem_add_global",1416,Recursive
"mem_region_delete_none",1416,Recursive
"qurtos_mem_region_queryK_impl",1416,Recursive
"swscanf",1416,Recursive
"vswscanf",1416,Recursive
"wscanf",1416,Recursive
"clean_uc_mappings",1408,Recursive
"qhix_exhausted_handle",1408,Recursive
"qhix_invalid_handle",1408,Recursive
"qurt_timer_lib_remove",1408,Recursive
"qurtos_assertion_failed",1408,Recursive
"qurtos_island_section_inform_imp",1408,Recursive
"qurtos_report_error_real",1408,Recursive
"qurtos_timer_get_ticks",1408,Recursive
"MMPM_Request_Ext",1400,Recursive
"_WScanf",1400,Recursive
"qurtos_printf",1392,Recursive
"qurtos_vprintf",1384,Recursive
"do_osprintf",1368,Recursive
"process_p",1368,Closed
"_Fspos",1336,Recursive
"print_dec",1336,Recursive
"sys_mmap_compat",1336,Recursive
"_Frprep",1320,Recursive
"_WGetfld",1320,Recursive
"log_process_config_pkt",1304,Recursive
"_Fgpos",1296,Recursive
"read",1296,Recursive
"tftp_protocol_wait_for_pkt_helper",1296,Recursive
"write",1296,Recursive
"_WGetfloat",1288,Recursive
"apps_mem_request_map64",1288,Recursive
"apps_std_fopen_with_env",1288,Recursive
"lseek",1280,Recursive
"sys_fstat",1280,Recursive
"sys_read",1280,Recursive
"sys_write",1280,Recursive
"apps_mem_request_map",1264,Recursive
"apps_remotectl_open",1264,Recursive
"ext_msg_pkt_config_adv",1264,Recursive
"msg_pkt_process_config",1264,Recursive
"sys_flen",1264,Recursive
"apps_std_fread",1256,Recursive
"apps_std_fread__merged",1256,Recursive
"apps_std_fwrite",1256,Recursive
"sys_ftell",1256,Recursive
"apps_mem_share_map",1248,Recursive
"apps_remotectl_close",1248,Recursive
"glinki_logging_diag_cb",1248,Recursive
"sys_seek",1248,Recursive
"close",1240,Recursive
"diagdiag_ext_event_report_ctrl",1240,Recursive
"sys_close",1240,Recursive
"apps_mem_request_unmap64",1232,Recursive
"apps_mem_share_unmap",1232,Recursive
"apps_std_flen",1232,Recursive
"apps_std_fseek",1232,Recursive
"apps_std_ftell",1232,Recursive
"apps_std_ftell__merged",1232,Recursive
"adsp_listener_next2",1224,Recursive
"diagcomm_tx_mode_config",1224,Recursive
"diaglog_process_ext_config_req",1224,Recursive
"err_inject_crash_diag",1224,Recursive
"err_inject_crash_diag__merged",1224,Recursive
"err_inject_crash_diag_uimg",1224,Recursive
"apps_mem_request_unmap",1216,Recursive
"apps_std_fclose",1216,Recursive
"apps_std_fflush__merged",1216,Recursive
"tftp_protocol_recv_pkt",1216,Recursive
"diag_f3_trace_cmd_handle",1208,Recursive
"diagdiag_change_threshold",1208,Recursive
"diagdiag_health_command",1208,Recursive
"diagdiag_subsys_loopback",1208,Recursive
"log_process_legacy_logmask",1208,Recursive
"msg_pkt_get_local_masks",1208,Recursive
"msg_pkt_get_masks",1208,Recursive
"msg_pkt_get_masks_adv",1208,Recursive
"pwrdb_process_log_req",1208,Recursive
"pwrdb_process_stop_req",1208,Recursive
"diag_get_time_api_request",1200,Recursive
"diagdiag_change_enc_protocol",1200,Recursive
"diagdiag_flush_buffer_handler",1200,Recursive
"diagdiag_get_reg_table",1200,Recursive
"diagdiag_health_flow_ctrl",1200,Recursive
"event_inbound_pkt",1200,Recursive
"event_pkt_get_local_masks",1200,Recursive
"log_pkt_get_local_equipid_range",1200,Recursive
"log_pkt_get_local_masks",1200,Recursive
"msg_pkt_get_local_ssid_range",1200,Recursive
"tftp_connection_get_data",1200,Recursive
"tms_diag_send_generic_response",1200,Recursive
"adsp_listener_get_in_bufs2",1192,Recursive
"diagpkt_commit_dcm",1192,Recursive
"event_drain",1192,Recursive
"event_mask_get_handler",1192,Recursive
"msg_pkt_legacy_req",1192,Recursive
"diagpkt_err_rsp",1184,Recursive
"diagpkt_err_rsp.1.0_i8_19",1184,Recursive
"diagpkt_err_rsp.1.0_i8_20",1184,Recursive
"diagpkt_err_rsp.1.0_i8_20",1184,Recursive
"diagpkt_err_rsp.1.0_i8_20",1184,Recursive
"diagpkt_err_rsp.1.0_i8_20",1184,Recursive
"diagpkt_err_rsp.2.0_i8_21",1184,Recursive
"diagpkt_subsys_alloc",1184,Recursive
"diagpkt_subsys_alloc.1.0_i8_18",1184,Recursive
"diagpkt_subsys_alloc.1.0_i8_18.1_i16_97",1184,Recursive
"diagpkt_subsys_alloc.1.0_i8_18.2_i32_10",1184,Recursive
"diagpkt_subsys_alloc.1.0_i8_18.2_i32_370",1184,Recursive
"diagpkt_subsys_alloc.1.0_i8_18.2_i32_4",1184,Recursive
"diagpkt_subsys_alloc.1.0_i8_70.2_i32_8",1184,Recursive
"diagpkt_subsys_alloc.1.0_i8_77.2_i32_8",1184,Recursive
"diagpkt_subsys_alloc.1.0_i8_90.2_i32_5",1184,Recursive
"diagpkt_subsys_alloc.1.0_i8_90.2_i32_5",1184,Recursive
"diagpkt_subsys_alloc.2.0_i8_18",1184,Recursive
"diagpkt_subsys_alloc.2.0_i8_18",1184,Recursive
"diagpkt_subsys_alloc.2.0_i8_18",1184,Recursive
"diagpkt_subsys_alloc.2.0_i8_18.2_i32_7",1184,Recursive
"diagpkt_subsys_alloc.2.0_i8_70",1184,Recursive
"diagpkt_subsys_alloc_v2",1184,Recursive
"event_mask_set_handler",1184,Recursive
"log_on_demand_pkt",1184,Recursive
"remote_handle_invoke",1184,Recursive
"adsp_listener_next_invoke",1176,Recursive
"sscanf",1176,Recursive
"vsscanf",1176,Recursive
"diagbuf_drain",1168,Recursive
"_Scanf",1160,Recursive
"adsp_listener_invoke_get_in_bufs",1160,Recursive
"diagpkt_alloc",1160,Recursive
"diagpkt_alloc.1.0_i8_125",1160,Recursive
"mod_table_close",1160,Recursive
"mod_table_invoke",1160,Recursive
"remotectl_close",1160,Recursive
"wcsftime",1160,Recursive
"event_drain_sec",1152,Recursive
"_apps_mem_handle",1144,Recursive
"_apps_remotectl_handle",1144,Recursive
"_apps_std_handle",1144,Recursive
"msg_qsr_expand_and_send_pkt",1144,Recursive
"asctime",1128,Recursive
"diagpkt_rsp_send",1128,Recursive
"msg_expand_and_send_pkt",1128,Recursive
"opener_invoke",1128,Recursive
"strftime",1128,Recursive
"diagpkt_delay_rsp_send",1120,Recursive
"HAP_pls_add_lookup.1.0.1_i32_0.2_i32_32.3.4.5",1112,Recursive
"_Wcsftime",1112,Recursive
"adsp_pls_add_lookup",1112,Recursive
"log_service_outbound",1112,Recursive
"_CStrftime",1104,Recursive
"adsp_process_group_mmap",1104,Recursive
"qmi_cci_send",1104,Recursive
"tftp_log_raw_tftp_buf",1104,Recursive
"HAP_pls_add",1096,Recursive
"HAP_pls_add_lookup",1096,Recursive
"invoke_queue_dtor",1096,Recursive
"adsp_process_group_mmap64",1088,Recursive
"adsp_process_group_munmap",1088,Recursive
"adsp_process_group_munmap64",1088,Recursive
"sysmon_rem_clocks_qdss",1088,Recursive
"diagbuf_send_pkt",1080,Recursive
"diagbuf_send_pkt.1.0",1080,Recursive
"diagbuf_send_pkt.2.0",1080,Recursive
"invoke_queue_close",1080,Recursive
"HAP_pls_lookup",1072,Recursive
"fastrpc_invoke_mmap_create32",1072,Recursive
"qmi_cci_event_cb",1072,Recursive
"_Getfld",1064,Recursive
"_WLdtob",1064,Recursive
"adsp_addref_mmap",1064,Recursive
"adsp_release_mmap",1064,Recursive
"fastrpc_thread_wait",1064,Recursive
"diagbuf_send_pkt_single_proc",1056,Recursive
"driver_invoke",1056,Recursive
"fastrpc_thread_context_enter",1056,Recursive
"fastrpc_thread_notify",1056,Recursive
"qmi_cci_flush_tx_q",1056,Recursive
"qmi_cci_xport_resume",1056,Recursive
"tftp_put_helper.extracted_region",1056,Recursive
"qc_loc_fw::LOWIWlanQmiClient::~LOWIWlanQmiClient()",1048,Recursive
"fastrpc_group_notify",1048,Recursive
"qmi_client_release",1048,Recursive
"MMPM_Release_Ext",1040,Recursive
"adsp_process_group_create_staticpd",1040,Recursive
"kthread_get_current",1040,Recursive
"_Getfloat",1032,Recursive
"fastrpc_spawn_deinit",1032,Recursive
"_Ldtob",1016,Recursive
"_WGetint",1016,Recursive
"fastrpc_kthread_destroy",1016,Recursive
"loaded_process_free",1016,Recursive
"fastrpc_kmem_invoke",1008,Recursive
"loaded_process_release",1008,Recursive
"tftp_socket_recvfrom",1000,Recursive
"fastrpc_invoke_mmap_create",992,Recursive
"ftq_qdi_group_kdestroyu",992,Recursive
"tftp_socket_recv",992,Recursive
"diag_send_buf_retry",984,Recursive
"diag_send_buf_retry.1.1_i8_0",984,Recursive
"fastrpc_uthread_destroy",984,Recursive
"ftq_thread_migrate_default",984,Recursive
"qmi_cci_xport_event_remove_server",984,Recursive
"qmi_cci_xport_event_server_error",984,Recursive
"RM_TeardownClient",976,Recursive
"TASK_ENTRY",976,Recursive
"_Gentime",976,Recursive
"ftq_thread_init",976,Recursive
"tftp_form_rrq_or_wrq_packet",976,Recursive
"tftp_form_rrq_packet",976,Recursive
"tftp_form_wrq_packet",976,Recursive
"tftp_protocol_open_connection",976,Recursive
"TASK_ENTRY",968,Recursive
"ftq_qdi_group_kcreateu",968,Recursive
"ftq_qdi_group_kdestroyu_staticpd",968,Recursive
"ftq_thread0_init",968,Recursive
"ftq_thread_deinit",968,Recursive
"qmi_client_release_async",968,Recursive
"Core_Init",960,Recursive
"apiReleaseSingleResource",960,Recursive
"diag_drain_send_buffer",960,Recursive
"diagcomm_send",960,Recursive
"diagcomm_send.1.2_i8_0.3_i8_0",960,Recursive
"fastrpc_port_read_handler",960,Recursive
"glink_lb_server_workloop",960,Recursive
"qmi_cci_xport_recv",960,Recursive
"tftp_connection_open",960,Recursive
"tftp_pkt_interpret",960,Recursive
"tftp_protocol_update_remote_addr",960,Recursive
"tftp_socket_wait",960,Recursive
"diag_ctrl_request_diagID",952,Recursive
"diagpkt_fwd_cmd_reg",952,Recursive
"glink_lb_server_process_events",952,Recursive
"tftp_connection_switch_to_new_remote_addr",952,Recursive
"cleanup_client_lists",944,Recursive
"diag_ctrl_send_msg_bt_mask_ctrl_pkt",944,Recursive
"fastrpc_invoke_map",944,Recursive
"ftq_group_deinit_staticpd",944,Recursive
"ftq_thread_dtor_locked",944,Recursive
"tftp_form_error_packet",944,Recursive
"tftp_protocol_connect_remote_addr",944,Recursive
"RM_RequestResource",936,Recursive
"_Getint",936,Recursive
"_Parse_fde_instr",936,Closed
"_WStod",936,Recursive
"_WStodx",936,Recursive
"_WStold",936,Recursive
"_WStoldx",936,Recursive
"apiProcessSingleRequest",936,Recursive
"ftq_thread_leave",936,Recursive
"tftp_connection_connect",936,Recursive
"tftp_connection_get_new_remote_addr",936,Recursive
"tftp_form_ack_packet",936,Recursive
"tftp_form_data_packet",936,Recursive
"fastrpc_dsp_unmap_pages",928,Recursive
"ftq_group_deinit",928,Recursive
"ftq_thread_deinit_locked",928,Recursive
"tftp_pkt_parse_req_pkt",928,Recursive
"RPM_system_db_read",920,Recursive
"_WStof",920,Recursive
"_WStofx",920,Recursive
"diag_drain_buffer_check",920,Recursive
"ftq_group_respond_pending",920,Recursive
"tftp_client_copy_build_config",920,Recursive
"tftp_protocol_close_connection",920,Recursive
"tftp_timetick_diff_in_usec",920,Recursive
"tftp_timetick_get",920,Recursive
"diag_ctrl_send_event_id_ctrl_pkt",912,Recursive
"diag_ctrl_send_feature_mask",912,Recursive
"diag_ctrl_send_log_range_ctrl_pkt",912,Recursive
"diag_ctrl_send_msg_ssid_range_ctrl_pkt",912,Recursive
"fastrpc_kinvoke_respond",912,Recursive
"ftq_thread_leave_locked",912,Recursive
"getera",912,Recursive
"tftp_connection_close",912,Recursive
"tftp_timetick_init",912,Recursive
"tftp_utils_init",912,Recursive
"BusMgr_ProcessRequest",904,Recursive
"diag_ctrl_send_drain_status",904,Recursive
"diagcomm_ctrl_send_num_presets",904,Recursive
"fastrpc_mem_create",904,Recursive
"fastrpc_mem_create.1.1",904,Recursive
"handle_txn_error",904,Recursive
"tftp_memscpy",904,Recursive
"tftp_memscpy.1.1_i32_2.3_i32_2",904,Recursive
"tftp_memscpy.1.1_i32_2.3_i32_2",904,Recursive
"tftp_memscpy.2.1_i32_7682.3_i32_2",904,Recursive
"tftp_memscpy.3.1_i32_7684.3_i32_2",904,Recursive
"tftp_pkt_option_parse_helper",904,Recursive
"RPM_system_db_clearall",896,Recursive
"RPM_system_db_clearall__merged",896,Recursive
"RPM_system_db_end_of_commands",896,Recursive
"_Stod",896,Recursive
"_Stodx",896,Recursive
"_Stold",896,Recursive
"_Stoldx",896,Recursive
"atof",896,Recursive
"fastrpc_invoke_mmap_destroy",896,Recursive
"fastrpc_invoke_mmap_release",896,Recursive
"strtod",896,Recursive
"strtold",896,Recursive
"_WGetstr",888,Recursive
"fastrpc_mem_map_copy_fixed",888,Recursive
"ftq_group_respond_pending_locked",888,Recursive
"ftq_thread_respond",888,Recursive
"ipc_router_register_server",888,Recursive
"qmi_csi_rx_cb",888,Recursive
"qmi_ping_service_thread",888,Recursive
"tftp_log_msg",888,Recursive
"_Stof",880,Recursive
"_Stofx",880,Recursive
"fastrpc_mem_map",880,Recursive
"ftq_group_deinit_staticpd.extracted_region.26",880,Recursive
"glink_lb_server_channel_tx",880,Recursive
"glink_lb_server_tx_helper_cb",880,Recursive
"strtof",880,Recursive
"_Locsum",872,Recursive
"_Tzoff",872,Recursive
"_WStoflt",872,Recursive
"cmp_era_date",872,Recursive
"ftq_group_deinit_staticpd.extracted_region",872,Recursive
"interp_cfi",872,Closed
"qdss_qmi_ctrl_svc_init",872,Recursive
"qmi_cci_log_rx",872,Recursive
"rpmclient_v1_put",872,Recursive
"servreg_qmi_server_init",872,Recursive
"wcstombs",872,Recursive
"fastrpc_invoke_process_destroy",864,Recursive
"fastrpc_mem_map_fixed",864,Recursive
"qmi_csi_os_log_rx",864,Recursive
"qmi_csi_os_log_tx",864,Recursive
"qmi_ping_register_service",864,Recursive
"rcinit_worker",864,Recursive
"wcsnrtombs",864,Recursive
"_Stoll",856,Recursive
"_Stollx",856,Recursive
"buf_range_static_release_map",856,Recursive
"diag_send_diagID_events",856,Recursive
"ftq_thread_respond_locked",856,Recursive
"ipc_router_unregister_client",856,Recursive
"smem_part_init",856,Recursive
"strtoimax",856,Recursive
"strtoll",856,Recursive
"wcsrtombs",856,Recursive
"_Locterm",848,Recursive
"_rtld_relocate_objects",848,Closed
"fastrpc_invoke_process_destroy.extracted_region",848,Recursive
"ipc_router_unregister_server",848,Recursive
"qmi_csi_os_log_tx__merged",848,Recursive
"MIPS_ProcessRequest",840,Recursive
"_Getstr",840,Recursive
"_Stolx",840,Recursive
"_WStoll",840,Recursive
"_WStoxflt",840,Recursive
"_rtld_bind_start",840,Closed
"glink_lb_server_ctrl_rx_intent_cb",840,Recursive
"loaded_process_mmap",840,Recursive
"loaded_process_mprotect",840,Recursive
"procinfo_qdi_invoke",840,Recursive
"qmi_cci_os_log_error",840,Recursive
"qmi_csi_os_log_error",840,Recursive
"rpmclient_put",840,Recursive
"sleepLPR_driver",840,Recursive
"strtol",840,Recursive
"wcstoimax",840,Recursive
"wcstoll",840,Recursive
"Clock_CommonNPACallback",832,Recursive
"_Stoflt",832,Recursive
"_Stoxflt",832,Recursive
"fastrpc_port_respond",832,Recursive
"fastrpc_port_respond_invoke",832,Recursive
"rcinit_lookup_prio",832,Recursive
"rcinit_lookup_stksz",832,Recursive
"static_map_free",832,Recursive
"sys_m_qurt_fatal_notification_helper",832,Recursive
"sys_m_smsm_apps_set_cached",832,Recursive
"wcrtomb",832,Recursive
"wcstol",832,Recursive
"_Wctob",824,Recursive
"aprv2_cmd_alloc_ext",824,Recursive
"bmOnCPManagerUpdate",824,Recursive
"memster_acquire",824,Recursive
"qmi_cci_os_log_rx",824,Recursive
"qmi_cci_os_log_tx",824,Recursive
"rcinit_lookup",824,Recursive
"rcinit_lookup.1.0",824,Recursive
"rcinit_lookup_policy",824,Recursive
"sleepTarget_initializeLPR",824,Recursive
"smem_part_alloc",824,Recursive
"sys_m_shutdown_terminate_in_STM",824,Recursive
"wctomb",824,Recursive
"_WGenld",816,Recursive
"qc_loc_fw::ConfigFileImpl::find_name(unsigned int&, unsigned int&, char const*, unsigned int&, unsigned int&)",816,Recursive
"aprv2_cmd_free",816,Recursive
"glink_lb_server_channel_rx_done",816,Recursive
"glink_lb_server_rx_done_helper_cb",816,Recursive
"ipc_router_core_find_all_servers",816,Recursive
"ipc_router_event_notify",816,Recursive
"rpmclient_glink_tx",816,Recursive
"smem_legacy_alloc_ex",816,Recursive
"synthLPI_define",816,Recursive
"synthLPR_define",816,Recursive
"synthRegistry_registerSynthLPI",816,Recursive
"synthRegistry_registerSynthLPR",816,Recursive
"synthRegistry_registerSynthLPR__merged",816,Recursive
"sys_m_smsm_apps_set",816,Recursive
"sys_m_smsm_apps_set__merged",816,Recursive
"sys_m_smsm_apps_set_stm",816,Recursive
"BusMgrApplyCacheSizeExtCompBWVote",808,Recursive
"FormatFloat",808,Closed
"_Stoull",808,Recursive
"_Stoullx",808,Recursive
"_rcxh_end",808,Recursive
"apr_glink_tx",808,Recursive
"apr_ipc_write_fn",808,Recursive
"atoll",808,Recursive
"fastrpc_invoke_thread_deinit",808,Recursive
"qmi_cci_os_log_tx__merged",808,Recursive
"rcinit_internal_name_map_search",808,Recursive
"rcinit_internal_name_map_search__merged",808,Recursive
"rcinit_internal_policy_map_search",808,Recursive
"strtoull",808,Recursive
"strtoumax",808,Recursive
